countrycode,year,pop1014_fe,pop1014_ma
BDI,2037,1043686,1052838
BDI,2038,1057499,1066260
BDI,2039,1072911,1081430
BDI,2040,1090117,1098526
BDI,2041,1108633,1116976
BDI,2042,1127461,1135726
BDI,2043,1147235,1155426
BDI,2044,1168075,1176222
BDI,2045,1189608,1197671
BDI,2046,1210666,1218607
BDI,2047,1231061,1238873
BDI,2048,1250779,1258437
BDI,2049,1268755,1276255
BDI,2050,1284639,1291989
BEL,1990,296879,311073
BEL,1991,299277,313627
BEL,1992,300598,315340
BEL,1993,300273,315417
BEL,1994,298486,313556
BEL,1995,295399,310266
BEL,1996,292404,307380
BEL,1997,291065,306075
BEL,1998,291707,306618
BEL,1999,294198,309032
BEL,2000,298183,312943
BEL,2001,303090,317675
BEL,2002,307606,321940
BEL,2003,309969,324041
BEL,2004,309179,323205
BEL,2005,306354,320372
BEL,2006,302852,316556
BEL,2007,299583,312994
BEL,2008,297242,310619
BEL,2009,296642,309861
BEL,2010,297971,311092
BEL,2011,300448,313848
BEL,2012,299964,313615
BEL,2013,299338,313140
BEL,2014,300029,314093
BEL,2015,302158,316660
BEL,2016,305483,320231
BEL,2017,310399,325266
BEL,2018,316858,332157
BEL,2019,323301,339124
BEL,2020,328840,344838
BEL,2021,332857,349043
BEL,2022,335862,352175
BEL,2023,334633,350604
BEL,2024,331747,347441
BEL,2025,327471,343031
BEL,2026,322521,337855
BEL,2027,317635,332721
BEL,2028,312712,327418
BEL,2029,307643,321742
BEL,2030,302312,315883
BEL,2031,297586,310806
BEL,2032,293958,307008
BEL,2033,291401,304517
BEL,2034,289974,303250
BEL,2035,289551,302980
BEL,2036,289122,302720
BEL,2037,288214,301946
BEL,2038,287148,300957
BEL,2039,285971,299842
BEL,2040,284804,298723
BEL,2041,283890,297843
BEL,2042,283201,297178
BEL,2043,282718,296718
BEL,2044,282569,296596
BEL,2045,282787,296851
BEL,2046,283212,297322
BEL,2047,283774,297934
BEL,2048,284473,298688
BEL,2049,285218,299493
BEL,2050,285936,300270
BEN,1990,313846,314339
BEN,1991,325347,326342
BEN,1992,337515,339106
BEN,1993,351020,353239
BEN,1994,363762,366764
BEN,1995,374796,378745
BEN,1996,386172,391080
BEN,1997,397943,403850
BEN,1998,410228,417182
BEN,1999,422528,430637
BEN,2000,434828,444234
BEN,2001,447481,458320
BEN,2002,460203,472504
BEN,2003,473231,486829
BEN,2004,489119,503890
BEN,2005,506134,521858
BEN,2006,520894,537412
BEN,2007,534930,552308
BEN,2008,548935,567150
BEN,2009,560765,579688
BEN,2010,572097,591559
BEN,2011,585712,605518
BEN,2012,600796,620766
BEN,2013,617652,637738
BEN,2014,636050,656370
BEN,2015,655423,676102
BEN,2016,676056,697157
BEN,2017,696984,718505
BEN,2018,716493,738300
BEN,2019,735142,756951
BEN,2020,754026,775617
BEN,2021,772952,794310
BEN,2022,792761,813995
BEN,2023,814825,836115
BEN,2024,839166,860687
BEN,2025,865103,887029
BEN,2026,892130,914593
BEN,2027,919612,942645
BEN,2028,946153,969729
BEN,2029,970520,994701
BEN,2030,992600,1017517
BEN,2031,1012427,1038099
BEN,2032,1029961,1056224
BEN,2033,1045932,1072589
BEN,2034,1061079,1088035
BEN,2035,1076105,1103251
BEN,2036,1091260,1118500
BEN,2037,1106580,1133987
BEN,2038,1122429,1150159
BEN,2039,1138983,1167046
BEN,2040,1155768,1184064
BEN,2041,1172586,1201076
BEN,2042,1189698,1218390
BEN,2043,1207377,1236271
BEN,2044,1225094,1254152
BEN,2045,1242342,1271561
BEN,2046,1259739,1289115
BEN,2047,1277499,1306983
BEN,2048,1295041,1324622
BEN,2049,1313019,1342729
BEN,2050,1332291,1362162
BFA,1990,569407,579834
BFA,1991,591263,602911
BFA,1992,612523,625456
BFA,1993,632782,647036
BFA,1994,652846,668343
BFA,1995,673819,690412
BFA,1996,695322,712771
BFA,1997,716586,734702
BFA,1998,737193,755925
BFA,1999,756309,775618
BFA,2000,773719,793548
BFA,2001,790499,810820
BFA,2002,807454,828293
BFA,2003,825049,846428
BFA,2004,844095,865925
BFA,2005,864966,887054
BFA,2006,887532,909930
BFA,2007,911464,934381
BFA,2008,936696,960350
BFA,2009,963310,988181
BFA,2010,991243,1017817
BFA,2011,1020157,1048530
BFA,2012,1050275,1080361
BFA,2013,1083060,1114687
BFA,2014,1118736,1151626
BFA,2015,1156954,1190929
BFA,2016,1199106,1234194
BFA,2017,1244788,1281139
BFA,2018,1291206,1329001
BFA,2019,1337176,1376548
BFA,2020,1382435,1423410
BFA,2021,1425424,1468066
BFA,2022,1465901,1510247
BFA,2023,1504530,1550467
BFA,2024,1540695,1588093
BFA,2025,1573258,1622013
BFA,2026,1600520,1650445
BFA,2027,1621688,1672486
BFA,2028,1639284,1690662
BFA,2029,1656126,1707803
BFA,2030,1672979,1724719
BFA,2031,1691609,1743291
BFA,2032,1713128,1764642
BFA,2033,1735425,1786647
BFA,2034,1756934,1807832
BFA,2035,1778136,1828778
BFA,2036,1799535,1849966
BFA,2037,1821624,1871909
BFA,2038,1844469,1894741
BFA,2039,1868532,1918910
BFA,2040,1893682,1944180
BFA,2041,1918732,1969355
BFA,2042,1943293,1994079
BFA,2043,1967777,2018664
BFA,2044,1991386,2042267
BFA,2045,2013005,2063843
BFA,2046,2032846,2083578
BFA,2047,2050925,2101416
BFA,2048,2067297,2117483
BFA,2049,2081379,2131266
BFA,2050,2094361,2143929
BGD,1990,6646513,6948482
BGD,1991,6810776,7125302
BGD,1992,6983617,7297958
BGD,1993,7166980,7476871
BGD,1994,7324664,7631309
BGD,1995,7451265,7749508
BGD,1996,7533469,7822932
BGD,1997,7574642,7865288
BGD,1998,7592951,7887530
BGD,1999,7606705,7900716
BGD,2000,7611027,7902460
BGD,2001,7623175,7922702
BGD,2002,7644556,7952229
BGD,2003,7658790,7961286
BGD,2004,7676875,7969026
BGD,2005,7696316,7972203
BGD,2006,7724737,7977516
BGD,2007,7791167,8025519
BGD,2008,7887019,8111866
BGD,2009,7979581,8201449
BGD,2010,8076344,8304185
BGD,2011,8181795,8422974
BGD,2012,8265866,8520146
BGD,2013,8322953,8584470
BGD,2014,8359573,8624317
BGD,2015,8355493,8620132
BGD,2016,8306280,8568382
BGD,2017,8225272,8483492
BGD,2018,8113823,8366720
BGD,2019,7972307,8219379
BGD,2020,7817012,8058887
BGD,2021,7656473,7893895
BGD,2022,7493576,7729174
BGD,2023,7351789,7592054
BGD,2024,7243512,7494964
BGD,2025,7165727,7432833
BGD,2026,7124373,7409233
BGD,2027,7101858,7401845
BGD,2028,7083721,7394424
BGD,2029,7081434,7400480
BGD,2030,7089786,7414408
BGD,2031,7096319,7422760
BGD,2032,7104604,7430025
BGD,2033,7108970,7431014
BGD,2034,7097484,7414019
BGD,2035,7079149,7389896
BGD,2036,7054886,7361093
BGD,2037,7024694,7327793
BGD,2038,6988284,7289052
BGD,2039,6941972,7240492
BGD,2040,6885219,7181528
BGD,2041,6820957,7114889
BGD,2042,6752319,7043677
BGD,2043,6679285,6967930
BGD,2044,6603883,6889839
BGD,2045,6528304,6811756
BGD,2046,6451420,6732310
BGD,2047,6373170,6651310
BGD,2048,6296170,6571590
BGD,2049,6220187,6492881
BGD,2050,6147485,6417443
BGR,1990,313951,323714
BGR,1991,304262,313156
BGR,1992,294211,302528
BGR,1993,286186,294161
BGR,1994,280335,287987
BGR,1995,275357,282632
BGR,1996,272521,279316
BGR,1997,270464,276706
BGR,1998,268031,273947
BGR,1999,265101,270800
BGR,2000,260750,266205
BGR,2001,249315,254546
BGR,2002,234714,239750
BGR,2003,222063,226872
BGR,2004,208158,212631
BGR,2005,193669,197853
BGR,2006,180929,185119
BGR,2007,169766,174147
BGR,2008,159563,164022
BGR,2009,153770,158390
BGR,2010,152558,157507
BGR,2011,152160,157456
BGR,2012,152807,158500
BGR,2013,154729,160988
BGR,2014,154499,161550
BGR,2015,152792,160755
BGR,2016,152671,161424
BGR,2017,154266,163537
BGR,2018,156543,166218
BGR,2019,159661,169601
BGR,2020,162567,172735
BGR,2021,163568,173990
BGR,2022,154912,164701
BGR,2023,152890,162186
BGR,2024,149603,158641
BGR,2025,146236,155260
BGR,2026,144490,153278
BGR,2027,143628,152040
BGR,2028,142645,151012
BGR,2029,140853,149323
BGR,2030,138219,146479
BGR,2031,134999,143030
BGR,2032,131362,139324
BGR,2033,127760,135611
BGR,2034,124379,132030
BGR,2035,121374,128875
BGR,2036,118851,126235
BGR,2037,116599,123859
BGR,2038,114554,121684
BGR,2039,112696,119714
BGR,2040,111005,117927
BGR,2041,109497,116338
BGR,2042,108174,114947
BGR,2043,107028,113740
BGR,2044,106066,112729
BGR,2045,105285,111907
BGR,2046,104593,111178
BGR,2047,103992,110546
BGR,2048,103480,110010
BGR,2049,102972,109478
BGR,2050,102427,108907
BHR,1990,21949,23382
BHR,1991,22960,24992
BHR,1992,24660,27418
BHR,1993,26419,29495
BHR,1994,27993,31112
BHR,1995,29237,32261
BHR,1996,30003,32934
BHR,1997,30255,33164
BHR,1998,30219,33191
BHR,1999,30206,33345
BHR,2000,30397,33835
BHR,2001,30851,34690
BHR,2002,31500,35748
BHR,2003,32399,36900
BHR,2004,33425,37750
BHR,2005,34249,38019
BHR,2006,34851,38066
BHR,2007,35349,38173
BHR,2008,35804,38366
BHR,2009,36332,38671
BHR,2010,36667,38842
BHR,2011,36415,38487
BHR,2012,35628,37639
BHR,2013,35826,37893
BHR,2014,37841,40017
BHR,2015,39799,41911
BHR,2016,41118,43009
BHR,2017,42473,44215
BHR,2018,43774,45483
BHR,2019,44904,46706
BHR,2020,45800,47670
BHR,2021,46727,48652
BHR,2022,47833,49860
BHR,2023,48938,51014
BHR,2024,49948,52068
BHR,2025,50824,52920
BHR,2026,51513,53558
BHR,2027,51823,53864
BHR,2028,51623,53601
BHR,2029,50880,52740
BHR,2030,49504,51356
BHR,2031,47725,49604
BHR,2032,45933,47730
BHR,2033,44169,45871
BHR,2034,42517,44159
BHR,2035,41299,42881
BHR,2036,40608,42143
BHR,2037,40274,41786
BHR,2038,40158,41657
BHR,2039,40175,41666
BHR,2040,40297,41788
BHR,2041,40511,42004
BHR,2042,40802,42300
BHR,2043,41159,42667
BHR,2044,41568,43090
BHR,2045,42028,43566
BHR,2046,42537,44094
BHR,2047,43086,44660
BHR,2048,43676,45269
BHR,2049,44292,45906
BHR,2050,44907,46544
BHS,1990,13408,13587
BHS,1991,13362,13708
BHS,1992,13396,13833
BHS,1993,13610,14010
BHS,1994,13886,14236
BHS,1995,14141,14445
BHS,1996,14421,14582
BHS,1997,14651,14644
BHS,1998,14810,14787
BHS,1999,15040,15098
BHS,2000,15287,15400
BHS,2001,15502,15691
BHS,2002,15900,16194
BHS,2003,16421,16725
BHS,2004,16745,16962
BHS,2005,16890,17032
BHS,2006,16961,17026
BHS,2007,16911,16892
BHS,2008,16813,16724
BHS,2009,16760,16623
BHS,2010,16777,16593
BHS,2011,16812,16577
BHS,2012,16821,16545
BHS,2013,16799,16505
BHS,2014,16753,16469
BHS,2015,16669,16432
BHS,2016,16584,16393
BHS,2017,16561,16355
BHS,2018,16586,16321
BHS,2019,16604,16328
BHS,2020,16347,16109
BHS,2021,15752,15587
BHS,2022,15070,15060
BHS,2023,14220,14398
BHS,2024,13374,13653
BHS,2025,12904,13198
BHS,2026,12648,12949
BHS,2027,12341,12643
BHS,2028,12141,12441
BHS,2029,11965,12262
BHS,2030,11722,12010
BHS,2031,11604,11888
BHS,2032,11585,11867
BHS,2033,11615,11894
BHS,2034,11663,11940
BHS,2035,11724,12002
BHS,2036,11787,12064
BHS,2037,11861,12140
BHS,2038,11943,12223
BHS,2039,12013,12293
BHS,2040,12067,12348
BHS,2041,12106,12388
BHS,2042,12119,12402
BHS,2043,12109,12393
BHS,2044,12085,12369
BHS,2045,12041,12323
BHS,2046,11971,12252
BHS,2047,11882,12163
BHS,2048,11776,12055
BHS,2049,11658,11934
BHS,2050,11531,11804
BIH,1990,176943,181517
BIH,1991,175131,179406
BIH,1992,171940,176493
BIH,1993,169509,174550
BIH,1994,169881,175230
BIH,1995,171530,177033
BIH,1996,173366,178914
BIH,1997,172565,178356
BIH,1998,169396,175530
BIH,1999,165299,171685
BIH,2000,160683,167210
BIH,2001,155604,162192
BIH,2002,149804,156569
BIH,2003,142176,149157
BIH,2004,133226,140282
BIH,2005,124640,131773
BIH,2006,117642,124853
BIH,2007,114097,121144
BIH,2008,114284,120947
BIH,2009,114830,120987
BIH,2010,113188,118695
BIH,2011,109172,114001
BIH,2012,103536,107627
BIH,2013,97753,101325
BIH,2014,93138,96605
BIH,2015,89898,93438
BIH,2016,87479,91000
BIH,2017,85784,89184
BIH,2018,84814,88079
BIH,2019,84304,87509
BIH,2020,83924,87187
BIH,2021,83498,86896
BIH,2022,83246,86890
BIH,2023,82801,86674
BIH,2024,81715,85613
BIH,2025,80520,84330
BIH,2026,79603,83340
BIH,2027,78769,82536
BIH,2028,78117,81981
BIH,2029,77617,81537
BIH,2030,76695,80596
BIH,2031,75026,78849
BIH,2032,72605,76389
BIH,2033,69770,73573
BIH,2034,67096,70957
BIH,2035,64880,68850
BIH,2036,63213,67295
BIH,2037,62148,66253
BIH,2038,61411,65460
BIH,2039,60730,64730
BIH,2040,60099,64055
BIH,2041,59511,63430
BIH,2042,58962,62846
BIH,2043,58478,62330
BIH,2044,58026,61847
BIH,2045,57574,61363
BIH,2046,57146,60904
BIH,2047,56758,60487
BIH,2048,56403,60107
BIH,2049,56100,59785
BIH,2050,55840,59507
BLR,1990,374872,379364
BLR,1991,380064,384202
BLR,1992,386664,390419
BLR,1993,394348,397647
BLR,1994,401006,403783
BLR,1995,405933,408505
BLR,1996,411296,414381
BLR,1997,414123,418300
BLR,1998,411296,416983
BLR,1999,404381,411611
BLR,2000,392978,401407
BLR,2001,375330,384338
BLR,2002,354232,363238
BLR,2003,331954,340643
BLR,2004,308447,316865
BLR,2005,286091,294372
BLR,2006,265962,274175
BLR,2007,248127,256526
BLR,2008,234618,243305
BLR,2009,226994,235760
BLR,2010,224018,232754
BLR,2011,223901,232820
BLR,2012,224799,233670
BLR,2013,225541,233957
BLR,2014,226015,233885
BLR,2015,226449,234061
BLR,2016,227691,235432
BLR,2017,231834,239839
BLR,2018,238521,247058
BLR,2019,246883,256338
BLR,2020,254953,265231
BLR,2021,260925,271642
BLR,2022,266352,277409
BLR,2023,272064,283341
BLR,2024,276004,287582
BLR,2025,279052,291335
BLR,2026,281216,294070
BLR,2027,277480,290525
BLR,2028,266653,279489
BLR,2029,252893,264945
BLR,2030,238547,249542
BLR,2031,224735,234908
BLR,2032,214734,224581
BLR,2033,209702,219711
BLR,2034,206605,216987
BLR,2035,203614,214338
BLR,2036,200578,211558
BLR,2037,197434,208465
BLR,2038,194166,205011
BLR,2039,191187,201800
BLR,2040,188807,199255
BLR,2041,187011,197355
BLR,2042,185749,196043
BLR,2043,185115,195398
BLR,2044,185065,195370
BLR,2045,185575,195937
BLR,2046,186613,197059
BLR,2047,188083,198628
BLR,2048,189944,200604
BLR,2049,192081,202875
BLR,2050,194214,205145
BLZ,1990,11713,11981
BLZ,1991,11948,12330
BLZ,1992,12207,12622
BLZ,1993,12486,12847
BLZ,1994,12793,13097
BLZ,1995,13120,13375
BLZ,1996,13448,13698
BLZ,1997,13756,14074
BLZ,1998,14047,14451
BLZ,1999,14340,14799
BLZ,2000,14641,15142
BLZ,2001,15000,15488
BLZ,2002,15394,15830
BLZ,2003,15770,16177
BLZ,2004,16137,16513
BLZ,2005,16524,16845
BLZ,2006,16923,17179
BLZ,2007,17342,17535
BLZ,2008,17816,17952
BLZ,2009,18322,18426
BLZ,2010,18723,18855
BLZ,2011,18991,19202
BLZ,2012,19196,19489
BLZ,2013,19310,19658
BLZ,2014,19338,19719
BLZ,2015,19305,19711
BLZ,2016,19231,19660
BLZ,2017,19123,19597
BLZ,2018,18989,19537
BLZ,2019,18828,19452
BLZ,2020,18573,19269
BLZ,2021,18304,19065
BLZ,2022,18161,18964
BLZ,2023,18129,18956
BLZ,2024,18188,19041
BLZ,2025,18369,19246
BLZ,2026,18606,19496
BLZ,2027,18794,19696
BLZ,2028,18961,19873
BLZ,2029,18937,19851
BLZ,2030,18652,19557
BLZ,2031,18319,19208
BLZ,2032,17993,18868
BLZ,2033,17636,18492
BLZ,2034,17430,18276
BLZ,2035,17458,18304
BLZ,2036,17517,18362
BLZ,2037,17540,18384
BLZ,2038,17547,18389
BLZ,2039,17530,18371
BLZ,2040,17505,18345
BLZ,2041,17481,18320
BLZ,2042,17454,18290
BLZ,2043,17418,18251
BLZ,2044,17380,18212
BLZ,2045,17339,18169
BLZ,2046,17283,18111
BLZ,2047,17213,18040
BLZ,2048,17148,17973
BLZ,2049,17074,17898
BLZ,2050,16980,17801
BMU,1990,1724,1780
BMU,1991,1707,1763
BMU,1992,1701,1757
BMU,1993,1729,1787
BMU,1994,1764,1826
BMU,1995,1797,1867
BMU,1996,1823,1899
BMU,1997,1850,1915
BMU,1998,1871,1910
BMU,1999,1876,1892
BMU,2000,1885,1890
BMU,2001,1902,1900
BMU,2002,1903,1896
BMU,2003,1895,1890
BMU,2004,1881,1880
BMU,2005,1858,1863
BMU,2006,1830,1835
BMU,2007,1801,1808
BMU,2008,1776,1789
BMU,2009,1771,1764
BMU,2010,1746,1713
BMU,2011,1716,1679
BMU,2012,1702,1684
BMU,2013,1676,1683
BMU,2014,1633,1677
BMU,2015,1581,1674
BMU,2016,1532,1657
BMU,2017,1526,1653
BMU,2018,1568,1692
BMU,2019,1615,1740
BMU,2020,1653,1775
BMU,2021,1673,1788
BMU,2022,1672,1768
BMU,2023,,
BMU,2024,,
BMU,2025,,
BMU,2026,,
BMU,2027,,
BMU,2028,,
BMU,2029,,
BMU,2030,,
BMU,2031,,
BMU,2032,,
BMU,2033,,
BMU,2034,,
BMU,2035,,
BMU,2036,,
BMU,2037,,
BMU,2038,,
BMU,2039,,
BMU,2040,,
BMU,2041,,
BMU,2042,,
BMU,2043,,
BMU,2044,,
BMU,2045,,
BMU,2046,,
BMU,2047,,
BMU,2048,,
BMU,2049,,
BMU,2050,,
BOL,1990,416324,431495
BOL,1991,425203,440793
BOL,1992,433829,449725
BOL,1993,440958,457433
BOL,1994,447095,464465
BOL,1995,454063,472262
BOL,1996,461950,480862
BOL,1997,470838,490349
BOL,1998,480591,500524
BOL,1999,490644,510863
BOL,2000,500474,521056
BOL,2001,510545,531381
BOL,2002,520207,541127
BOL,2003,528226,549310
BOL,2004,534591,555854
BOL,2005,539459,560829
BOL,2006,543556,564894
BOL,2007,547158,568180
BOL,2008,550661,571170
BOL,2009,555030,575088
BOL,2010,559738,579445
BOL,2011,563574,583044
BOL,2012,566974,586413
BOL,2013,570374,589876
BOL,2014,573145,592729
BOL,2015,575883,595624
BOL,2016,580320,600338
BOL,2017,585980,606381
BOL,2018,591371,612221
BOL,2019,596460,617792
BOL,2020,601314,623072
BOL,2021,604961,627023
BOL,2022,607481,629741
BOL,2023,609815,632189
BOL,2024,611845,634259
BOL,2025,613389,635797
BOL,2026,614477,636852
BOL,2027,615263,637582
BOL,2028,615829,638073
BOL,2029,616372,638537
BOL,2030,617131,639233
BOL,2031,618231,640276
BOL,2032,619661,641684
BOL,2033,621253,643228
BOL,2034,623115,644998
BOL,2035,625365,647159
BOL,2036,627804,649492
BOL,2037,630110,651660
BOL,2038,632125,653558
BOL,2039,633736,655062
BOL,2040,634913,656100
BOL,2041,635719,656770
BOL,2042,636495,657417
BOL,2043,637408,658232
BOL,2044,638011,658762
BOL,2045,637992,658661
BOL,2046,637726,658315
BOL,2047,637095,657613
BOL,2048,636023,656461
BOL,2049,634869,655220
BOL,2050,633789,654071
BRA,1990,8302059,8463116
BRA,1991,8470059,8641287
BRA,1992,8624920,8808058
BRA,1993,8757914,8954576
BRA,1994,8860756,9071993
BRA,1995,8928110,9152755
BRA,1996,8956602,9191921
BRA,1997,8952039,9195576
BRA,1998,8919645,9168942
BRA,1999,8865690,9119058
BRA,2000,8798424,9055095
BRA,2001,8724508,8983714
BRA,2002,8643722,8904992
BRA,2003,8569485,8833396
BRA,2004,8515895,8782506
BRA,2005,8484791,8753730
BRA,2006,8473169,8745227
BRA,2007,8477068,8752897
BRA,2008,8486859,8766460
BRA,2009,8479787,8763184
BRA,2010,8444198,8731196
BRA,2011,8382763,8672574
BRA,2012,8294083,8585823
BRA,2013,8168199,8460416
BRA,2014,8035450,8327667
BRA,2015,7922582,8215410
BRA,2016,7817641,8110726
BRA,2017,7717108,8009881
BRA,2018,7630361,7923128
BRA,2019,7549355,7841994
BRA,2020,7465395,7757181
BRA,2021,7392558,7683687
BRA,2022,7332484,7623543
BRA,2023,7280501,7571355
BRA,2024,7246685,7537510
BRA,2025,7232905,7524313
BRA,2026,7200616,7491681
BRA,2027,7164016,7454206
BRA,2028,7159254,7449754
BRA,2029,7134667,7424540
BRA,2030,7051503,7338069
BRA,2031,6960751,7243722
BRA,2032,6871447,7151251
BRA,2033,6753332,7029202
BRA,2034,6641197,6913550
BRA,2035,6563467,6833845
BRA,2036,6510059,6779263
BRA,2037,6462460,6730419
BRA,2038,6415959,6682558
BRA,2039,6368457,6633639
BRA,2040,6322573,6586376
BRA,2041,6274607,6537088
BRA,2042,6224331,6485472
BRA,2043,6176980,6436691
BRA,2044,6131946,6390104
BRA,2045,6085483,6342041
BRA,2046,6038049,6292969
BRA,2047,5993164,6246401
BRA,2048,5945882,6197427
BRA,2049,5896846,6146774
BRA,2050,5848214,6096509
BRB,1990,10636,10874
BRB,1991,10407,10626
BRB,1992,10266,10452
BRB,1993,10209,10367
BRB,1994,10207,10334
BRB,1995,10226,10321
BRB,1996,10221,10290
BRB,1997,10127,10184
BRB,1998,9955,10015
BRB,1999,9826,9901
BRB,2000,9794,9892
BRB,2001,9832,9957
BRB,2002,9912,10041
BRB,2003,9956,10049
BRB,2004,9876,9912
BRB,2005,9659,9660
BRB,2006,9401,9374
BRB,2007,9198,9149
BRB,2008,9097,9080
BRB,2009,9114,9171
BRB,2010,9214,9365
BRB,2011,9314,9564
BRB,2012,9352,9675
BRB,2013,9332,9690
BRB,2014,9276,9612
BRB,2015,9173,9425
BRB,2016,9028,9204
BRB,2017,8923,9097
BRB,2018,8935,9150
BRB,2019,8932,9195
BRB,2020,8811,9137
BRB,2021,8654,9024
BRB,2022,8455,8813
BRB,2023,8160,8467
BRB,2024,7880,8149
BRB,2025,7717,7973
BRB,2026,7614,7864
BRB,2027,7533,7780
BRB,2028,7475,7719
BRB,2029,7437,7678
BRB,2030,7414,7654
BRB,2031,7402,7641
BRB,2032,7393,7631
BRB,2033,7379,7616
BRB,2034,7359,7595
BRB,2035,7335,7571
BRB,2036,7305,7539
BRB,2037,7270,7504
BRB,2038,7236,7470
BRB,2039,7202,7435
BRB,2040,7161,7393
BRB,2041,7119,7349
BRB,2042,7074,7302
BRB,2043,7025,7253
BRB,2044,6978,7206
BRB,2045,6932,7157
BRB,2046,6884,7107
BRB,2047,6839,7061
BRB,2048,6791,7011
BRB,2049,6736,6957
BRB,2050,6682,6901
BRN,1990,12027,13080
BRN,1991,12431,13563
BRN,1992,13218,14461
BRN,1993,14245,15622
BRN,1994,15298,16776
BRN,1995,16286,17826
BRN,1996,17108,18702
BRN,1997,17687,19354
BRN,1998,18034,19776
BRN,1999,18204,19993
BRN,2000,18232,20026
BRN,2001,18150,19902
BRN,2002,18000,19663
BRN,2003,17818,19350
BRN,2004,17632,19016
BRN,2005,17479,18725
BRN,2006,17372,18503
