countrycode,countryname,indicator_id,year,type,metadata,indicator_label_en,value,magnitude,qualifier,region,regionname,adminregion,adminregionname,incomelevel,incomelevelname,lendingtype,lendingtypename,cmu,_merge
ARE,United Arab Emirates,ADMI.ENDOFPRIM.READ,2020,Source:Data sources,Progress in International Reading Literacy Study(PIRLS) (2016), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,MNC05,Matched (3)
ARE,United Arab Emirates,ADMI.ENDOFPRIM.READ,2019,Source:Data sources,Progress in International Reading Literacy Study(PIRLS) (2016), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,MNC05,Matched (3)
ARE,United Arab Emirates,ADMI.ENDOFPRIM.MAT,2021,Source:Data sources,Trends in International Mathematics and Science Study (TIMSS) G4 (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,MNC05,Matched (3)
ARE,United Arab Emirates,ADMI.ENDOFPRIM.READ,2021,Source:Data sources,Progress in International Reading Literacy Study(PIRLS) (2021), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,MNC05,Matched (3)
ARE,United Arab Emirates,ADMI.ENDOFPRIM.READ,2015,Source:Data sources,Progress in International Reading Literacy Study(PIRLS) (2011), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,MNC05,Matched (3)
ARE,United Arab Emirates,ADMI.ENDOFPRIM.MAT,2020,Source:Data sources,Trends in International Mathematics and Science Study (TIMSS) G4 (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,MNC05,Matched (3)
ARE,United Arab Emirates,ADMI.ENDOFPRIM.MAT,2015,Source:Data sources,Trends in International Mathematics and Science Study (TIMSS) G4 (2011); Trends in International Mathematics and Science Study (TIMSS) G4 (2015), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,MNC05,Matched (3)
ARE,United Arab Emirates,ADMI.ENDOFPRIM.READ,2017,Source:Data sources,Progress in International Reading Literacy Study(PIRLS) (2016), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,MNC05,Matched (3)
ARE,United Arab Emirates,ADMI.ENDOFPRIM.MAT,2017,Source:Data sources,Trends in International Mathematics and Science Study (TIMSS) G4 (2015), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,MNC05,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.MAT,2017,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Assessment of Learning Aprender (2016); National Assessment of Learning Aprender (2017); National Assessment Programs ONE (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.MAT,2018,Source:Data sources,National Assessment of Learning Aprender (2016); National Assessment of Learning Aprender (2017); National Assessment of Learning Aprender (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.READ,2022,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); National Assessment of Learning Aprender (2018); National Assessment of Learning Aprender (2021); National Assessment of Learning Aprender (2022), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.MAT,2019,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); National Assessment of Learning Aprender (2016); National Assessment of Learning Aprender (2017); National Assessment of Learning Aprender (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.READ,2018,Source:Data sources,National Assessment of Learning Aprender (2016); National Assessment of Learning Aprender (2017); National Assessment of Learning Aprender (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.MAT,2021,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); National Assessment of Learning Aprender (2017); National Assessment of Learning Aprender (2018); National Assessment of Learning Aprender (2021), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.MAT,2014,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Assessment Programs ONE (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.READ,2014,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Assessment Programs ONE (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.READ,2016,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Assessment of Learning Aprender (2016); National Assessment Programs ONE (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.READ,2015,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Assessment Programs ONE (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.READ,2021,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); National Assessment of Learning Aprender (2017); National Assessment of Learning Aprender (2018); National Assessment of Learning Aprender (2021), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.MAT,2015,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Assessment Programs ONE (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.READ,2017,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Assessment of Learning Aprender (2016); National Assessment of Learning Aprender (2017); National Assessment Programs ONE (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.READ,2019,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); National Assessment of Learning Aprender (2016); National Assessment of Learning Aprender (2017); National Assessment of Learning Aprender (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.MAT,2022,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); National Assessment of Learning Aprender (2018); National Assessment of Learning Aprender (2021); National Assessment of Learning Aprender (2022), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.MAT,2020,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); National Assessment of Learning Aprender (2016); National Assessment of Learning Aprender (2017); National Assessment of Learning Aprender (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.READ,2020,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); National Assessment of Learning Aprender (2016); National Assessment of Learning Aprender (2017); National Assessment of Learning Aprender (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARG,Argentina,ADMI.ENDOFPRIM.MAT,2016,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Assessment of Learning Aprender (2016); National Assessment Programs ONE (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC7C,Matched (3)
ARM,Armenia,ADMI.ENDOFPRIM.READ,2014,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCSC,Matched (3)
ARM,Armenia,ADMI.ENDOFPRIM.MAT,2019,Source:Data sources,National Assessment (2017); Trends in International Mathematics and Science Study (TIMSS) G4 (2015); Trends in International Mathematics and Science Study (TIMSS) G4 (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCSC,Matched (3)
ARM,Armenia,ADMI.ENDOFPRIM.MAT,2015,Source:Data sources,Trends in International Mathematics and Science Study (TIMSS) G4 (2011); Trends in International Mathematics and Science Study (TIMSS) G4 (2015), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCSC,Matched (3)
ARM,Armenia,ADMI.ENDOFPRIM.READ,2018,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCSC,Matched (3)
ARM,Armenia,ADMI.ENDOFPRIM.READ,2019,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCSC,Matched (3)
ARM,Armenia,ADMI.ENDOFPRIM.MAT,2021,Source:Data sources,National Assessment (2017); Trends in International Mathematics and Science Study (TIMSS) G4 (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,ECCSC,Matched (3)
